scene,vanilla_eval_step,vanilla_psnr,vanilla_ssim,vanilla_lpips,difix_eval_step,difix_psnr,difix_ssim,difix_lpips,difixplus_reference_step,difixplus_ref_psnr,difixplus_ref_ssim,difixplus_ref_lpips,difixplus_ref_pairs,difixplus_ref_note,vanilla_num_gs_from_stats,difix_num_gs_from_stats,vanilla_num_gs_tb_step0,vanilla_num_gs_tb_step3000,vanilla_num_gs_tb_final,difix_num_gs_tb_start,difix_num_gs_tb_final,dataset_total_images,dataset_train_images_start,dataset_val_images,fix_steps_completed,fix_latest_complete_step,fixed_images_added_total,effective_train_pool_vanilla_start,effective_train_pool_vanilla_step3000,effective_train_pool_vanilla_end,effective_train_pool_difix_start,effective_train_pool_difix_after_first_fix,effective_train_pool_difix_end,vanilla_loss_near3000_step,vanilla_loss_near3000,vanilla_loss_final_step,vanilla_loss_final,difix_loss_start_step,difix_loss_start,difix_loss_final_step,difix_loss_final
032dee9fb0a8bc1b90871dc5fe950080d0bcd3caf166447f44e60ca50ac04ec7,29999,24.076608657836914,0.8501442670822144,0.13076229393482208,59999,25.872600555419922,0.8673139214515686,0.10592438280582428,59999,27.427476930789197,0.8964087691785614,0.10633513021640026,279,Reference = Difix3D Pred (not GT),1750290,1750290,48676,568159,1750290,1750290,1750290,319,40,279,16,59999,4464,40,40,40,40,319,4504,3000,0.032596297562122345,29900,0.017090696841478348,30000,0.024938739836215973,59900,0.020202403888106346
0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166,29999,25.19544219970703,0.8227176666259766,0.06989192217588425,59999,25.456907272338867,0.827357828617096,0.06708179414272308,59999,27.35841699856431,0.8845036201067825,0.05909446914638601,268,Reference = Difix3D Pred (not GT),2955341,2955341,183509,1054998,2955341,2955341,2955341,307,39,268,16,59999,4288,39,39,39,39,307,4327,3000,0.06464739888906479,29900,0.019288603216409683,30000,0.020930465310811996,59900,0.012679328210651875
06da796666297fe4c683c231edf56ec00148a6a52ab5bb159fe1be31f53a58df,29999,20.72739028930664,0.7522597312927246,0.2284708470106125,59999,21.893508911132812,0.7779496312141418,0.18967419862747192,59999,27.604787977479344,0.9095613984324091,0.12786908029652327,278,Reference = Difix3D Pred (not GT),1801841,1801841,61837,571946,1801841,1801841,1801841,318,40,278,16,59999,4448,40,40,40,40,318,4488,3000,0.04257597774267197,29900,0.007296431809663773,30000,0.01844923570752144,59900,0.00981128215789795
073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561,29999,19.083484649658203,0.5367243885993958,0.25931552052497864,59999,19.31053352355957,0.5413711071014404,0.25129207968711853,59999,24.06384104190592,0.7999049501712096,0.18147689618128637,358,Reference = Difix3D Pred (not GT),882078,882078,175049,385829,882078,882078,882078,410,52,358,16,59999,5728,52,52,52,52,410,5780,3000,0.11831477284431458,29900,0.045935433357954025,30000,0.05347055941820145,59900,0.02337086945772171
07d9f9724ca854fae07cb4c57d7ea22bf667d5decd4058f547728922f909956b,29999,35.55381393432617,0.9736354947090149,0.01684645749628544,59999,36.1724739074707,0.9751003384590149,0.015518377535045147,59999,33.08934388337312,0.9581250371756377,0.028407863437853478,270,Reference = Difix3D Pred (not GT),313307,313307,18819,169111,313307,313307,313307,309,39,270,16,59999,4320,39,39,39,39,309,4359,3000,0.018369358032941818,29900,0.00907418504357338,30000,0.011907776817679405,59900,0.01098240353167057
0853979305f7ecb80bd8fc2c8df916410d471ef04ed5f1a64e9651baa41d7695,29999,31.54811668395996,0.9408210515975952,0.055439505726099014,54999,32.29812240600586,0.944139838218689,0.05230744555592537,55999,31.997929326261577,0.9491347849559479,0.051762417268257935,313,Reference = Difix3D Pred (not GT),850247,850247,81120,409316,850247,850247,850247,358,45,313,14,55999,4382,45,45,45,45,358,4427,3000,0.03241414576768875,29900,0.01300429180264473,30000,0.02140767127275467,55000,0.013636961579322815
